LSOA code,LSOA name,Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,Income Rank,Income Decile,Employment Rank,Employment Decile,"Education, Skills and Training Rank","Education, Skills and Training Decile",Health Deprivation and Disability Rank,Health Deprivation and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile
E01004231,Tower Hamlets 004D,6874,3,5201,2,8407,3,11943,4,11162,4,4352,2,6817,3,8927,3
E01004232,Tower Hamlets 003C,13752,5,16812,6,22641,7,27068,9,22894,7,1013,1,12002,4,2915,1
E01004233,Tower Hamlets 003D,7486,3,3554,2,7976,3,10613,4,15051,5,10549,4,9022,3,11740,4
E01004234,Tower Hamlets 003E,11218,4,14721,5,20450,7,30076,10,21438,7,282,1,13070,4,1549,1
E01004235,Tower Hamlets 008A,6856,3,3528,2,6629,3,8809,3,13829,5,14589,5,7320,3,12106,4
E01004236,Tower Hamlets 008B,4668,2,2973,1,6368,2,9095,3,8972,3,1403,1,7560,3,15197,5
E01004237,Tower Hamlets 008C,8147,3,5089,2,9919,4,18464,6,16260,5,3591,2,9539,3,6363,2
E01004238,Tower Hamlets 008D,7688,3,5110,2,11594,4,17858,6,14156,5,3925,2,3797,2,7844,3
E01004239,Tower Hamlets 008E,3901,2,3158,1,4526,2,8854,3,9244,3,1263,1,5291,2,12744,4
E01004240,Tower Hamlets 012A,7203,3,4558,2,8328,3,8671,3,14301,5,6563,2,6767,3,13922,5
E01004241,Tower Hamlets 012B,5227,2,3915,2,5358,2,8830,3,7834,3,5526,2,7531,3,10835,4
E01004242,Tower Hamlets 012C,9768,3,7030,3,11988,4,13945,5,14039,5,12110,4,4055,2,11014,4
E01004243,Tower Hamlets 020A,5485,2,3864,2,7164,3,5465,2,16176,5,6863,3,8704,3,3941,2
E01004244,Tower Hamlets 020B,3416,2,2700,1,2550,1,7086,3,7921,3,3800,2,10118,4,8855,3
E01004245,Tower Hamlets 018A,2763,1,1707,1,4641,2,6027,2,7873,3,3940,2,1645,1,8423,3
E01004246,Tower Hamlets 018B,8057,3,6099,2,13464,5,14134,5,15354,5,1427,1,5863,2,10644,4
E01004247,Tower Hamlets 020C,3824,2,2273,1,5571,2,7370,3,7141,3,4320,2,7001,3,6567,2
E01004248,Tower Hamlets 018C,3465,2,2070,1,4939,2,2972,1,6920,3,11804,4,5195,2,9828,3
E01004249,Tower Hamlets 018D,3447,2,2524,1,3932,2,7430,3,11392,4,2995,1,3139,1,8810,3
E01004250,Tower Hamlets 020D,4393,2,2463,1,4240,2,5943,2,7452,3,8877,3,8932,3,14397,5
E01004251,Tower Hamlets 023A,8675,3,6552,2,11948,4,14063,5,11436,4,4437,2,6768,3,10990,4
E01004252,Tower Hamlets 024A,5828,2,3024,1,6664,3,19176,6,6353,2,7522,3,4657,2,13863,5
E01004253,Tower Hamlets 024B,8904,3,5944,2,10442,4,9331,3,15086,5,8336,3,7908,3,13180,5
E01004254,Tower Hamlets 023B,15458,5,15403,5,24774,8,27238,9,24642,8,4697,2,10493,4,1972,1
E01004255,Tower Hamlets 023C,5983,2,3679,2,6024,2,13055,4,8898,3,8636,3,6851,3,9266,3
E01004256,Tower Hamlets 024C,5676,2,3000,1,5962,2,8103,3,11757,4,11989,4,7265,3,8890,3
E01004257,Tower Hamlets 024D,6674,3,5463,2,10235,4,8492,3,11232,4,2855,1,8541,3,7577,3
E01004258,Tower Hamlets 023D,12802,4,12575,4,15498,5,25568,8,20254,7,11422,4,3103,1,4591,2
E01004259,Tower Hamlets 007A,10040,4,9303,3,14497,5,24418,8,9731,3,3961,2,8583,3,4726,2
E01004260,Tower Hamlets 007B,6995,3,4372,2,9368,3,11154,4,8998,3,10548,4,6478,2,7934,3
E01004261,Tower Hamlets 010A,10280,4,10457,4,22825,7,9078,3,11369,4,14896,5,4193,2,2465,1
E01004262,Tower Hamlets 010B,8367,3,9061,3,14698,5,12810,4,7752,3,4526,2,7791,3,3755,2
E01004263,Tower Hamlets 007C,6689,3,5458,2,7706,3,7768,3,9901,4,6883,3,9704,3,7988,3
E01004264,Tower Hamlets 010C,6140,2,4368,2,8642,3,10828,4,7769,3,11260,4,2665,1,9756,3
E01004266,Tower Hamlets 007D,9652,3,6969,3,12940,4,17208,6,14124,5,5277,2,9611,3,5976,2
E01004267,Tower Hamlets 012D,6672,3,4497,2,9591,3,23029,8,14406,5,2294,1,7793,3,2838,1
E01004268,Tower Hamlets 012E,6121,2,3680,2,6345,2,11128,4,6762,3,19864,7,4980,2,10850,4
E01004269,Tower Hamlets 014A,6988,3,5432,2,11190,4,17331,6,8093,3,2915,1,6404,2,6554,2
E01004270,Tower Hamlets 014B,12534,4,11744,4,22974,7,23195,8,22482,7,1797,1,5375,2,5964,2
E01004271,Tower Hamlets 014C,7538,3,5467,2,11410,4,10370,4,9699,3,7261,3,6633,3,7422,3
E01004272,Tower Hamlets 014D,5842,2,3077,1,7014,3,7642,3,12321,4,8162,3,5177,2,14821,5
E01004273,Tower Hamlets 014E,5279,2,2848,1,6542,2,8047,3,14032,5,4859,2,5208,2,11866,4
E01004274,Tower Hamlets 031A,11260,4,5224,2,9916,4,13744,5,19041,6,22842,7,8721,3,19171,6
E01004275,Tower Hamlets 031B,20159,7,16440,6,21558,7,17728,6,20434,7,24221,8,11133,4,13248,5
E01004276,Tower Hamlets 031C,30144,10,31509,10,32613,10,27528,9,29654,10,30108,10,13025,4,11759,4
E01004277,Tower Hamlets 033A,27157,9,28405,9,27005,9,29500,9,22494,7,32748,10,5516,2,20412,7
E01004280,Tower Hamlets 032A,10692,4,5195,2,10218,4,14697,5,16434,6,23682,8,8990,3,12182,4
E01004281,Tower Hamlets 031D,26798,9,23652,8,30174,10,31029,10,22536,7,23879,8,11637,4,12962,4
E01004283,Tower Hamlets 016A,8223,3,4683,2,10881,4,12953,4,12293,4,13726,5,7025,3,6214,2
E01004284,Tower Hamlets 019A,7366,3,3396,2,8516,3,18617,6,10296,4,11967,4,5067,2,11665,4
E01004285,Tower Hamlets 019B,4342,2,3001,1,6403,2,5637,2,8068,3,8919,3,2737,1,9799,3
E01004286,Tower Hamlets 019C,5381,2,4228,2,5487,2,12259,4,10443,4,5300,2,9285,3,3597,2
E01004287,Tower Hamlets 016B,8047,3,4514,2,9711,3,13937,5,11422,4,14048,5,8092,3,6285,2
E01004288,Tower Hamlets 019D,4874,2,3503,2,5647,2,8278,3,5989,2,8905,3,7391,3,7541,3
E01004289,Tower Hamlets 016C,6032,2,5970,2,7920,3,16770,6,4547,2,4731,2,8209,3,4489,2
E01004290,Tower Hamlets 016D,8732,3,6890,3,11618,4,19462,6,10279,4,5312,2,7099,3,6329,2
E01004291,Tower Hamlets 027A,24676,8,22315,7,27781,9,26714,9,22578,7,21806,7,12186,4,10745,4
E01004292,Tower Hamlets 026A,27385,9,27476,9,31829,10,29342,9,23286,8,16173,5,13903,5,12797,4
E01004293,Tower Hamlets 027B,26059,8,23841,8,28151,9,29964,10,28275,9,22581,7,14340,5,7355,3
E01004294,Tower Hamlets 026B,15535,5,10874,4,15509,5,25369,8,18665,6,25829,8,7003,3,7662,3
E01004295,Tower Hamlets 026C,7506,3,4735,2,10309,4,8243,3,17974,6,7446,3,5763,2,8169,3
E01004296,Tower Hamlets 026D,10142,4,6389,2,10657,4,18162,6,16141,5,8620,3,6014,2,13149,5
E01004297,Tower Hamlets 027C,25393,8,21277,7,27597,9,29108,9,26099,8,18281,6,15473,5,10839,4
E01004298,Tower Hamlets 022A,3911,2,2837,1,6585,3,11954,4,4096,2,3936,2,7874,3,3427,2
E01004300,Tower Hamlets 022B,5313,2,3222,1,4838,2,12065,4,6932,3,9875,4,7096,3,10972,4
E01004301,Tower Hamlets 025B,5604,2,3305,2,9389,3,15389,5,10874,4,2395,1,4523,2,7126,3
E01004302,Tower Hamlets 025C,10599,4,7909,3,13191,5,9681,3,22204,7,17707,6,3255,1,9511,3
E01004303,Tower Hamlets 025D,11397,4,7019,3,13440,5,23222,8,18785,6,8128,3,6551,2,9122,3
E01004304,Tower Hamlets 022C,4740,2,3193,1,7053,3,11147,4,8929,3,4060,2,6256,2,3953,2
E01004305,Tower Hamlets 022D,7611,3,5329,2,9699,3,13881,5,14059,5,7293,3,6087,2,5094,2
E01004306,Tower Hamlets 015A,5304,2,5671,2,8447,3,25923,8,7621,3,1393,1,6501,2,1254,1
E01004307,Tower Hamlets 015B,19910,7,24683,8,30545,10,20640,7,25166,8,22890,7,5883,2,1930,1
E01004308,Tower Hamlets 015C,8621,3,5361,2,11198,4,18424,6,15209,5,4438,2,6872,3,8531,3
E01004309,Tower Hamlets 015D,4749,2,3549,2,4957,2,13995,5,5780,2,7779,3,5452,2,5965,2
E01004310,Tower Hamlets 015E,5125,2,3936,2,6580,3,15761,5,6872,3,7483,3,4939,2,3140,1
E01004311,Tower Hamlets 006A,4644,2,3710,2,6926,3,18602,6,7236,3,657,1,8569,3,5332,2
E01004312,Tower Hamlets 009A,4384,2,2758,1,7051,3,11977,4,6428,2,2141,1,7199,3,7218,3
E01004313,Tower Hamlets 009B,11032,4,8127,3,15213,5,17146,6,15811,5,11763,4,5762,2,5538,2
E01004314,Tower Hamlets 006B,13053,4,14399,5,22359,7,30078,10,14822,5,1335,1,14837,5,3013,1
E01004315,Tower Hamlets 006C,6850,3,6721,3,11444,4,17271,6,9775,3,616,1,8085,3,6555,2
E01004316,Tower Hamlets 009C,4542,2,5647,2,8434,3,19687,6,8060,3,124,1,5286,2,2623,1
E01004317,Tower Hamlets 009D,9244,3,8610,3,14326,5,28293,9,10657,4,1789,1,5976,2,6157,2
E01004318,Tower Hamlets 006D,5572,2,4712,2,5505,2,14216,5,7828,3,4456,2,8104,3,6275,2
E01004319,Tower Hamlets 021A,6845,3,3962,2,9503,3,15797,5,12967,4,5645,2,5230,2,6475,2
E01004321,Tower Hamlets 021C,6345,2,3464,2,7867,3,19023,6,13628,5,4720,2,5090,2,6636,3
E01004322,Tower Hamlets 017A,6983,3,7184,3,10461,4,20343,7,10885,4,989,1,6498,2,4883,2
E01004323,Tower Hamlets 017B,9137,3,6631,3,13372,5,20496,7,5502,2,6565,2,7470,3,12408,4
E01004324,Tower Hamlets 017C,5052,2,5287,2,8728,3,8163,3,2652,1,6782,3,5502,2,7219,3
E01004325,Tower Hamlets 021D,11050,4,13938,5,26686,9,26309,9,20009,7,5960,2,4226,2,23,1
E01004326,Tower Hamlets 017D,10008,4,9496,3,17038,6,20144,7,17571,6,1686,1,6946,3,4359,2
E01004327,Waltham Forest 028A,7992,3,6354,2,9107,3,16857,6,18334,6,8686,3,2075,1,6800,3
E01004328,Waltham Forest 028B,11954,4,14206,5,19478,6,18280,6,22056,7,11018,4,3449,2,1274,1
E01004329,Waltham Forest 028C,11575,4,11696,4,17177,6,15545,5,17359,6,19722,7,2655,1,3097,1
E01004330,Waltham Forest 028D,17056,6,17015,6,25734,8,21883,7,26474,9,14019,5,5521,2,2829,1
E01004331,Waltham Forest 028E,12158,4,10241,4,16838,6,16404,5,19183,6,22999,8,1609,1,7475,3
E01004332,Waltham Forest 028F,8927,3,10968,4,15118,5,14346,5,7275,3,10086,4,2015,1,5752,2
E01004333,Waltham Forest 024A,9066,3,8117,3,13058,4,17332,6,13373,5,8788,3,1157,1,10900,4
E01004334,Waltham Forest 024B,3119,1,1608,1,4449,2,8549,3,7569,3,7222,3,980,1,13198,5
E01004335,Waltham Forest 027A,4362,2,3130,1,5624,2,9490,3,9260,3,9703,3,1353,1,8182,3
E01004336,Waltham Forest 026A,11164,4,13144,5,17446,6,13583,5,23225,8,8540,3,1324,1,5649,2
E01004337,Waltham Forest 027B,10118,4,8892,3,15050,5,14443,5,16571,6,14438,5,1419,1,7493,3
E01004338,Waltham Forest 027C,14941,5,14569,5,21426,7,22497,7,23656,8,15927,5,2542,1,4182,2
E01004339,Waltham Forest 027D,11057,4,12528,4,18098,6,18798,6,23834,8,12442,4,283,1,5560,2
E01004340,Waltham Forest 027E,3432,2,3397,2,4162,2,12638,4,6104,2,3404,2,1141,1,9326,3
E01004341,Waltham Forest 027F,7036,3,6453,2,9522,3,13615,5,14814,5,6389,2,1364,1,7822,3
E01004342,Waltham Forest 011A,12475,4,13130,4,18735,6,15794,5,19095,6,10356,4,2020,1,7717,3
E01004343,Waltham Forest 008A,18190,6,18621,6,21108,7,22382,7,25564,8,12664,4,6726,3,6378,2
E01004344,Waltham Forest 008B,7780,3,9871,4,16122,5,12739,4,20287,7,4931,2,93,1,5482,2
E01004345,Waltham Forest 010A,13646,5,14037,5,17251,6,16227,5,20889,7,12329,4,5256,2,4842,2
E01004346,Waltham Forest 011B,15972,5,12998,4,22780,7,17766,6,24055,8,8353,3,8675,3,7122,3
E01004347,Waltham Forest 011C,18452,6,16302,5,22673,7,23465,8,25222,8,13403,5,5661,2,8975,3
E01004348,Waltham Forest 010B,15993,5,13442,5,21623,7,18879,6,27921,9,15061,5,3219,1,7904,3
E01004349,Waltham Forest 001A,8091,3,7722,3,11245,4,10455,4,23093,8,8496,3,597,1,10649,4
E01004350,Waltham Forest 001B,8698,3,7590,3,12719,4,16534,6,13030,4,19019,6,1394,1,4276,2
E01004351,Waltham Forest 001C,18892,6,17132,6,17917,6,20187,7,21514,7,21874,7,8387,3,11628,4
E01004352,Waltham Forest 002A,23995,8,28236,9,25489,8,28296,9,26721,9,7246,3,11476,4,13105,4
E01004353,Waltham Forest 002B,17875,6,18194,6,17420,6,19141,6,25167,8,12666,4,4889,2,16367,5
E01004354,Waltham Forest 002C,20330,7,21006,7,24249,8,20390,7,21227,7,9816,3,12318,4,10157,4
E01004355,Waltham Forest 004A,10657,4,9576,3,11350,4,15328,5,18449,6,14745,5,1432,1,14906,5
E01004356,Waltham Forest 001D,10256,4,8665,3,10715,4,12517,4,22272,7,10227,4,2480,1,14163,5
E01004357,Waltham Forest 001E,16459,6,13268,5,16074,5,16788,6,25241,8,16454,6,5971,2,15593,5
E01004358,Waltham Forest 002D,12717,4,10788,4,11852,4,22317,7,16115,5,14508,5,3170,1,16278,5
E01004359,Waltham Forest 002E,21404,7,18164,6,20133,7,20503,7,24479,8,18451,6,14889,5,12849,4
E01004360,Waltham Forest 004B,20890,7,24869,8,20270,7,18787,6,23178,8,12221,4,9439,3,13680,5
E01004361,Waltham Forest 005A,18552,6,19765,7,23439,8,15360,5,26857,9,16097,5,7770,3,5556,2
E01004362,Waltham Forest 021A,11856,4,15974,5,16290,5,23254,8,18110,6,6032,2,2755,1,3320,2
E01004363,Waltham Forest 019A,14952,5,13195,5,18156,6,19851,7,19238,6,16395,5,5780,2,6043,2
E01004364,Waltham Forest 019B,7069,3,7140,3,9997,4,14067,5,15831,5,4793,2,1858,1,4992,2
E01004365,Waltham Forest 020A,8358,3,8291,3,17534,6,9699,3,16605,6,8016,3,844,1,6054,2
E01004366,Waltham Forest 019C,14761,5,16046,5,19292,6,20266,7,19368,6,11414,4,6980,3,3269,1
E01004367,Waltham Forest 019D,9423,3,11525,4,12972,4,13087,4,16699,6,3874,2,4766,2,4534,2
E01004368,Waltham Forest 019E,12888,4,14944,5,17952,6,18486,6,17043,6,8815,3,3267,1,5822,2
E01004369,Waltham Forest 023A,18122,6,15258,5,26742,9,16213,5,22023,7,19590,6,4449,2,10862,4
E01004370,Waltham Forest 023B,19459,6,21586,7,26867,9,21149,7,27702,9,14344,5,4967,2,5111,2
E01004371,Waltham Forest 025A,13836,5,14196,5,16919,6,20082,7,21541,7,16625,6,4969,2,2966,1
E01004372,Waltham Forest 023C,22386,7,24738,8,30666,10,22697,7,24401,8,24263,8,7922,3,3852,2
E01004373,Waltham Forest 025B,10432,4,13813,5,18559,6,14553,5,16104,5,16040,5,1740,1,1329,1
E01004374,Waltham Forest 025C,16899,6,16350,5,21076,7,24811,8,22604,7,19928,7,3419,2,5668,2
E01004375,Waltham Forest 025D,13709,5,14441,5,20294,7,22539,7,21066,7,9914,4,2708,1,4444,2
E01004376,Waltham Forest 025E,12644,4,16552,6,20501,7,18204,6,13565,5,13851,5,2527,1,3081,1
E01004377,Waltham Forest 010C,14476,5,14469,5,18192,6,18555,6,20426,7,5724,2,9921,4,6416,2
E01004378,Waltham Forest 010D,12064,4,12562,4,13034,4,15346,5,24960,8,10337,4,4080,2,5789,2
E01004379,Waltham Forest 007A,22382,7,23455,8,25428,8,23026,8,26530,9,8118,3,16495,6,8971,3
E01004380,Waltham Forest 007B,12272,4,10688,4,15021,5,16898,6,19755,7,6677,3,6448,2,8676,3
E01004381,Waltham Forest 007C,18539,6,15601,5,21171,7,24586,8,25970,8,10514,4,12167,4,6588,3
E01004382,Waltham Forest 008C,4663,2,2565,1,5293,2,9194,3,13603,5,14821,5,946,1,11951,4
E01004383,Waltham Forest 007D,18959,6,16523,6,18680,6,18506,6,22511,7,17083,6,13265,5,10318,4
E01004384,Waltham Forest 003A,7043,3,6837,3,6470,2,7485,3,7722,3,16265,5,5136,2,12811,4
E01004385,Waltham Forest 003B,6481,2,5860,2,5723,2,13159,5,14674,5,4098,2,3734,2,11692,4
E01004386,Waltham Forest 003C,25868,8,27219,9,24801,8,22079,7,25645,8,17798,6,16448,6,13674,5
E01004387,Waltham Forest 007E,28095,9,30027,10,28740,9,25341,8,28189,9,18956,6,13074,4,14644,5
E01004388,Waltham Forest 007F,14955,5,13798,5,13337,5,21962,7,16814,6,11134,4,8806,3,11942,4
E01004389,Waltham Forest 003D,7533,3,6396,2,6960,3,9972,4,16053,5,11120,4,3457,2,10390,4
E01004390,Waltham Forest 003E,5903,2,5338,2,6100,2,6849,3,8974,3,11290,4,3391,2,12928,4
E01004391,Waltham Forest 014A,13300,5,10843,4,17216,6,20454,7,19486,6,6512,2,6930,3,8503,3
E01004392,Waltham Forest 017A,10024,4,12030,4,17193,6,14819,5,16348,5,6333,2,3468,2,2338,1
E01004393,Waltham Forest 014B,12894,4,11571,4,20234,7,21131,7,14785,5,16076,5,2048,1,6837,3
E01004394,Waltham Forest 017B,5529,2,5596,2,6296,2,16229,5,7278,3,5016,2,2279,1,7839,3
E01004395,Waltham Forest 018A,16750,6,16798,6,21140,7,23762,8,20699,7,9439,3,7828,3,5646,2
E01004396,Waltham Forest 012A,14422,5,13211,5,20733,7,18717,6,22438,7,17242,6,5421,2,2780,1
E01004397,Waltham Forest 017C,9666,3,10406,4,18051,6,24045,8,25104,8,637,1,2576,1,5349,2
E01004398,Waltham Forest 009A,4902,2,3469,2,5608,2,9619,3,8515,3,12119,4,2440,1,8338,3
E01004399,Waltham Forest 009B,2576,1,1850,1,3334,2,7596,3,11849,4,2365,1,1751,1,5515,2
E01004400,Waltham Forest 009C,8395,3,8027,3,10436,4,13196,5,17094,6,8140,3,4879,2,3197,1
E01004401,Waltham Forest 014C,12638,4,13378,5,15108,5,11581,4,16452,6,13112,4,4493,2,10361,4
E01004402,Waltham Forest 009D,6798,3,5071,2,8172,3,12889,4,21987,7,7167,3,4123,2,2944,1
E01004403,Waltham Forest 009E,7659,3,7885,3,13000,4,9484,3,15192,5,4090,2,3434,2,4895,2
E01004404,Waltham Forest 014D,8644,3,7264,3,10481,4,13161,5,11093,4,15389,5,2732,1,9152,3
E01004405,Waltham Forest 020B,8814,3,10180,4,11336,4,17744,6,14063,5,7285,3,1976,1,4906,2
E01004406,Waltham Forest 016A,12412,4,15793,5,20621,7,19868,7,17225,6,13048,4,2912,1,1566,1
E01004407,Waltham Forest 013A,3915,2,4383,2,1966,1,8690,3,14131,5,10053,4,2262,1,7157,3
E01004408,Waltham Forest 016B,11853,4,10576,4,15468,5,25608,8,16708,6,5781,2,5921,2,5217,2
E01004409,Waltham Forest 016C,9342,3,8392,3,12425,4,22516,7,14679,5,5250,2,2948,1,6538,2
E01004410,Waltham Forest 013B,6167,2,4512,2,7690,3,15263,5,11454,4,4295,2,2724,1,10796,4
E01004411,Waltham Forest 016D,9899,4,10936,4,17067,6,19763,7,11601,4,3529,2,3298,2,5673,2
E01004412,Waltham Forest 015A,15738,5,14208,5,17222,6,25452,8,26586,9,11092,4,4410,2,7389,3
E01004413,Waltham Forest 004C,6997,3,7299,3,8398,3,6966,3,6567,2,11472,4,4398,2,12853,4
E01004414,Waltham Forest 005B,13165,5,12623,4,15236,5,15338,5,19765,7,4491,2,9867,4,10864,4
E01004415,Waltham Forest 004D,9922,4,9241,3,11901,4,9301,3,13101,4,7596,3,5793,2,14954,5
E01004416,Waltham Forest 004E,12086,4,14530,5,12335,4,14780,5,16536,6,8691,3,3594,2,12343,4
E01004417,Waltham Forest 005C,12004,4,12487,4,14255,5,16028,5,17699,6,6290,2,6339,2,7618,3
E01004418,Waltham Forest 008D,14916,5,13314,5,18354,6,16850,6,22740,7,9911,4,6842,3,7933,3
E01004419,Waltham Forest 008E,13460,5,18459,6,20853,7,17203,6,26058,8,9748,3,2688,1,1992,1
E01004420,Waltham Forest 020C,3684,2,4293,2,6072,2,12303,4,8746,3,3130,1,939,1,2823,1
E01004421,Waltham Forest 018B,10740,4,9840,3,12132,4,16291,5,23472,8,10195,4,3735,2,5031,2
E01004422,Waltham Forest 022A,9657,3,10359,4,13383,5,8046,3,24344,8,7376,3,3284,1,5887,2
E01004423,Waltham Forest 020D,5540,2,7941,3,9965,4,12468,4,6261,2,8010,3,954,1,2537,1
E01004424,Waltham Forest 022B,5128,2,5659,2,5946,2,11628,4,11304,4,10014,4,1438,1,2956,1
E01004425,Waltham Forest 022C,10288,4,7388,3,13188,5,15973,5,20091,7,13319,5,3706,2,5549,2
E01004426,Waltham Forest 022D,10530,4,11444,4,15835,5,15273,5,18735,6,5640,2,4032,2,3922,2
E01004427,Waltham Forest 022E,13096,4,13305,5,20483,7,13893,5,24143,8,12783,4,1684,1,7089,3
E01004428,Waltham Forest 026B,4387,2,1991,1,3578,2,11802,4,13055,4,13414,5,1910,1,15250,5
E01004429,Waltham Forest 026C,11880,4,11331,4,12269,4,16527,6,19032,6,16528,6,1938,1,12393,4
E01004430,Waltham Forest 026D,11129,4,14643,5,20997,7,22123,7,14881,5,4538,2,2172,1,2978,1
E01004432,Waltham Forest 023D,9936,4,10858,4,16024,5,19326,6,19880,7,3899,2,3672,2,2542,1
E01004434,Waltham Forest 026E,9155,3,7621,3,10342,4,13034,4,19707,7,13299,5,1819,1,9530,3
E01004435,Waltham Forest 023E,8481,3,10412,4,12005,4,13145,5,14074,5,7306,3,1426,1,6135,2
E01004436,Waltham Forest 021B,9833,3,13718,5,14130,5,21233,7,20047,7,5834,2,1399,1,2390,1
E01004437,Waltham Forest 021C,10395,4,10137,4,12331,4,20517,7,17004,6,13177,5,3325,2,3201,1
E01004438,Waltham Forest 024C,13609,5,16287,5,19491,6,23997,8,17544,6,8202,3,3726,2,3634,2
E01004439,Waltham Forest 021D,15233,5,12872,4,21525,7,21247,7,18393,6,14612,5,4039,2,7674,3
E01004440,Waltham Forest 024D,10223,4,15485,5,15845,5,19840,7,20832,7,4828,2,4198,2,651,1
E01004441,Waltham Forest 024E,15444,5,17272,6,22629,7,25639,8,25064,8,11045,4,3975,2,2226,1
E01004442,Waltham Forest 021E,20152,7,20983,7,24420,8,26966,9,24462,8,24776,8,6477,2,3549,2
E01004443,Waltham Forest 016E,7369,3,8790,3,11404,4,16326,5,13377,5,1572,1,2770,1,6080,2
E01004444,Waltham Forest 017D,6152,2,5529,2,9868,4,12497,4,12156,4,5595,2,1236,1,6698,3
E01004445,Waltham Forest 018C,8617,3,8986,3,13124,4,14962,5,10458,4,4761,2,2928,1,8361,3
E01004446,Waltham Forest 017E,11752,4,11482,4,15311,5,16442,6,22410,7,10521,4,4381,2,3776,2
E01004447,Waltham Forest 016F,17154,6,16606,6,21680,7,17323,6,26685,9,18756,6,5105,2,5621,2
E01004448,Waltham Forest 018D,9772,3,11849,4,12373,4,15226,5,19177,6,3582,2,3015,1,6969,3
E01004449,Waltham Forest 018E,2803,1,1360,1,3040,1,7329,3,13382,5,3261,1,1548,1,16413,5
E01004450,Waltham Forest 006A,18040,6,21085,7,19782,7,15721,5,21884,7,12856,4,8888,3,8192,3
E01004451,Waltham Forest 005D,17874,6,16820,6,20052,7,13953,5,29385,9,13591,5,8241,3,9968,4
E01004452,Waltham Forest 005E,10862,4,10270,4,11698,4,10256,4,19163,6,10034,4,6956,3,8229,3
E01004453,Waltham Forest 006B,10327,4,13408,5,15604,5,14620,5,18391,6,6005,2,1211,1,6819,3
E01004454,Waltham Forest 006C,11139,4,10538,4,15965,5,14084,5,19023,6,12229,4,1602,1,9058,3
E01004455,Waltham Forest 006D,8328,3,8173,3,10736,4,11554,4,17427,6,2303,1,5197,2,10168,4
E01004456,Waltham Forest 006E,3536,2,1842,1,2466,1,8045,3,11042,4,12401,4,2661,1,15829,5
E01004457,Waltham Forest 012B,13953,5,11430,4,14323,5,24775,8,20144,7,11246,4,6827,3,7456,3
E01004458,Waltham Forest 012C,10047,4,9216,3,14223,5,12458,4,18624,6,10458,4,4385,2,3918,2
E01004459,Waltham Forest 012D,3379,2,1347,1,3753,2,5698,2,14748,5,11207,4,1625,1,15425,5
E01004460,Waltham Forest 011D,8097,3,8386,3,11512,4,15358,5,7994,3,8215,3,3749,2,5303,2
E01004461,Waltham Forest 014E,18694,6,17113,6,24340,8,21180,7,28537,9,22153,7,4079,2,5977,2
E01004462,Waltham Forest 011E,11471,4,12714,4,15760,5,20111,7,14603,5,11023,4,1945,1,6316,2
E01004463,Waltham Forest 012E,18935,6,15357,5,23414,8,19593,6,26138,8,15041,5,6997,3,11071,4
E01004464,Waltham Forest 013C,5047,2,3173,1,6381,2,10520,4,13591,5,5864,2,1526,1,12435,4
E01004465,Waltham Forest 015B,16047,5,14524,5,16197,5,24237,8,17088,6,20098,7,9044,3,5364,2
E01004466,Waltham Forest 015C,19125,6,16109,5,23409,8,25838,8,20347,7,16956,6,10485,4,6087,2
E01004467,Waltham Forest 015D,8188,3,6853,3,11210,4,17465,6,14583,5,18096,6,1476,1,3517,2
E01004468,Waltham Forest 015E,16258,5,18667,6,22110,7,22659,7,24560,8,10169,4,2838,1,5934,2
E01004469,Waltham Forest 013D,4431,2,3438,2,4087,2,11592,4,13897,5,11009,4,418,1,12034,4
E01004470,Waltham Forest 013E,6157,2,8584,3,8997,3,10321,4,14449,5,3314,2,2388,1,2761,1
E01004471,Waltham Forest 013F,6772,3,6187,2,10888,4,17021,6,13469,5,7742,3,2152,1,1947,1
E01004472,Wandsworth 021A,24666,8,25966,8,30238,10,28123,9,24225,8,6581,3,17802,6,11278,4
E01004473,Wandsworth 026A,22310,7,19712,7,24163,8,32655,10,17465,6,14189,5,15118,5,10501,4
E01004474,Wandsworth 021B,16534,6,15734,5,21772,7,22958,7,17721,6,7773,3,9815,3,7020,3
E01004475,Wandsworth 026B,17970,6,15982,5,22538,7,32126,10,18324,6,8122,3,13772,5,5135,2
E01004476,Wandsworth 021C,20382,7,18574,6,22719,7,27949,9,20400,7,13544,5,9753,3,10014,4
E01004477,Wandsworth 017A,30427,10,31331,10,32767,10,32670,10,30607,10,17046,6,25785,8,8900,3
E01004478,Wandsworth 017B,31143,10,31752,10,32397,10,32840,10,29716,10,25257,8,28036,9,8044,3
E01004479,Wandsworth 017C,24219,8,27392,9,26645,9,26778,9,28226,9,15039,5,10219,4,7455,3
E01004480,Wandsworth 026C,28021,9,27461,9,31887,10,30904,10,25893,8,15988,5,21923,7,8155,3
E01004481,Wandsworth 029A,18761,6,17594,6,21179,7,31137,10,17340,6,11613,4,12156,4,6414,2
E01004482,Wandsworth 030A,18803,6,17938,6,20215,7,26328,9,20657,7,10672,4,11036,4,8319,3
E01004483,Wandsworth 026D,19926,7,18494,6,30253,10,29050,9,25225,8,13337,5,6209,2,4318,2
